Age,Attrition,BusinessTravel,,Department,DistanceFromHome,EducationField,EmployeeNumber,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,WorkLifeBalance rating ,YearsAtCompany,YearsSinceLastPromotion,satisfaction_level,salary,RetirementYear
,,,,,,,,,,,,,,,,,,,,,,20%,low,
,,,,,,,,,,,,,,,,,,,,,,63%,medium,
,,,,,,,,,,,,,,,,,,,,,,69%,medium,
,,,,,,,,,,,,,,,,,,,,,,48%,medium,
,,,,,,,,,,,,,,,,,,,,,,80%,medium,
,,,,,,,,,,,,,,,,,,,,,,89%,medium,
,,,,,,,,,,,,,,,,,,,,,,67%,medium,
,,,,,,,,,,,,,,,,,,,,,,37%,medium,
,,,,,,,,,,,,,,,,,,,,,,93%,medium,
,,,,,,,,,,,,,,,,,,,,,,69%,medium,
,,,,,,,,,,,,,,,,,,,,,,16%,medium,
,,,,,,,,,,,,,,,,,,,,,,81%,medium,
,,,,,,,,,,,,,,,,,,,,,,97%,medium,
,,,,,,,,,,,,,,,,,,,,,,77%,high,
,,,,,,,,,,,,,,,,,,,,,,75%,low,
,,,,,,,,,,,,,,,,,,,,,,88%,medium,
,,,,,,,,,,,,,,,,,,,,,,43%,medium,
,,,,,,,,,,,,,,,,,,,,,,99%,medium,
,,,,,,,,,,,,,,,,,,,,,,59%,medium,
,,,,,,,,,,,,,,,,,,,,,,89%,low,
,,,,,,,,,,,,,,,,,,,,,,54%,low,
,,,,,,,,,,,,,,,,,,,,,,32%,low,
,,,,,,,,,,,,,,,,,,,,,,17%,low,
,,,,,,,,,,,,,,,,,,,,,,78%,low,
,,,,,,,,,,,,,,,,,,,,,,73%,low,
,,,,,,,,,,,,,,,,,,,,,,65%,low,
,,,,,,,,,,,,,,,,,,,,,,80%,low,
,,,,,,,,,,,,,,,,,,,,,,61%,low,
,,,,,,,,,,,,,,,,,,,,,,67%,low,
,,,,,,,,,,,,,,,,,,,,,,63%,low,
,,,,,,,,,,,,,,,,,,,,,,51%,low,
,,,,,,,,,,,,,,,,,,,,,,82%,low,
,,,,,,,,,,,,,,,,,,,,,,79%,low,
,,,,,,,,,,,,,,,,,,,,,,49%,low,
,,,,,,,,,,,,,,,,,,,,,,70%,low,
,,,,,,,,,,,,,,,,,,,,,,13%,low,
,,,,,,,,,,,,,,,,,,,,,,83%,low,
,,,,,,,,,,,,,,,,,,,,,,83%,low,
,,,,,,,,,,,,,,,,,,,,,,19%,low,
,,,,,,,,,,,,,,,,,,,,,,80%,low,
,,,,,,,,,,,,,,,,,,,,,,49%,medium,
,,,,,,,,,,,,,,,,,,,,,,92%,medium,
,,,,,,,,,,,,,,,,,,,,,,81%,medium,
,,,,,,,,,,,,,,,,,,,,,,62%,medium,
,,,,,,,,,,,,,,,,,,,,,,21%,medium,
,,,,,,,,,,,,,,,,,,,,,,95%,medium,
,,,,,,,,,,,,,,,,,,,,,,51%,medium,
,,,,,,,,,,,,,,,,,,,,,,52%,medium,
,,,,,,,,,,,,,,,,,,,,,,64%,medium,
,,,,,,,,,,,,,,,,,,,,,,62%,medium,
,,,,,,,,,,,,,,,,,,,,,,73%,medium,
,,,,,,,,,,,,,,,,,,,,,,32%,medium,
,,,,,,,,,,,,,,,,,,,,,,78%,high,
,,,,,,,,,,,,,,,,,,,,,,65%,low,
,,,,,,,,,,,,,,,,,,,,,,56%,medium,
,,,,,,,,,,,,,,,,,,,,,,96%,medium,
,,,,,,,,,,,,,,,,,,,,,,79%,medium,
,,,,,,,,,,,,,,,,,,,,,,66%,medium,
,,,,,,,,,,,,,,,,,,,,,,67%,low,
,,,,,,,,,,,,,,,,,,,,,,86%,low,
,,,,,,,,,,,,,,,,,,,,,,57%,low,
,,,,,,,,,,,,,,,,,,,,,,86%,low,
,,,,,,,,,,,,,,,,,,,,,,52%,low,
,,,,,,,,,,,,,,,,,,,,,,73%,low,
,,,,,,,,,,,,,,,,,,,,,,78%,low,
,,,,,,,,,,,,,,,,,,,,,,95%,low,
,,,,,,,,,,,,,,,,,,,,,,75%,low,
,,,,,,,,,,,,,,,,,,,,,,83%,low,
,,,,,,,,,,,,,,,,,,,,,,48%,low,
,,,,,,,,,,,,,,,,,,,,,,30%,low,
,,,,,,,,,,,,,,,,,,,,,,72%,low,
,,,,,,,,,,,,,,,,,,,,,,61%,low,
,,,,,,,,,,,,,,,,,,,,,,31%,low,
,,,,,,,,,,,,,,,,,,,,,,62%,low,
,,,,,,,,,,,,,,,,,,,,,,48%,low,
,,,,,,,,,,,,,,,,,,,,,,97%,low,
,,,,,,,,,,,,,,,,,,,,,,61%,low,
,,,,,,,,,,,,,,,,,,,,,,93%,low,
,,,,,,,,,,,,,,,,,,,,,,89%,low,
,,,,,,,,,,,,,,,,,,,,,,95%,medium,
,,,,,,,,,,,,,,,,,,,,,,36%,medium,
,,,,,,,,,,,,,,,,,,,,,,29%,medium,
,,,,,,,,,,,,,,,,,,,,,,65%,medium,
,,,,,,,,,,,,,,,,,,,,,,72%,medium,
,,,,,,,,,,,,,,,,,,,,,,51%,medium,
,,,,,,,,,,,,,,,,,,,,,,54%,medium,
,,,,,,,,,,,,,,,,,,,,,,66%,medium,
,,,,,,,,,,,,,,,,,,,,,,59%,medium,
,,,,,,,,,,,,,,,,,,,,,,45%,medium,
,,,,,,,,,,,,,,,,,,,,,,15%,medium,
,,,,,,,,,,,,,,,,,,,,,,95%,medium,
,,,,,,,,,,,,,,,,,,,,,,49%,high,
,,,,,,,,,,,,,,,,,,,,,,68%,low,
,,,,,,,,,,,,,,,,,,,,,,70%,medium,
,,,,,,,,,,,,,,,,,,,,,,90%,medium,
,,,,,,,,,,,,,,,,,,,,,,94%,medium,
,,,,,,,,,,,,,,,,,,,,,,80%,medium,
,,,,,,,,,,,,,,,,,,,,,,59%,low,
,,,,,,,,,,,,,,,,,,,,,,43%,low,
,,,,,,,,,,,,,,,,,,,,,,70%,low,
,,,,,,,,,,,,,,,,,,,,,,51%,low,
,,,,,,,,,,,,,,,,,,,,,,12%,low,
,,,,,,,,,,,,,,,,,,,,,,14%,low,
,,,,,,,,,,,,,,,,,,,,,,86%,low,
,,,,,,,,,,,,,,,,,,,,,,97%,low,
,,,,,,,,,,,,,,,,,,,,,,100%,medium,
,,,,,,,,,,,,,,,,,,,,,,49%,medium,
,,,,,,,,,,,,,,,,,,,,,,90%,medium,
,,,,,,,,,,,,,,,,,,,,,,82%,medium,
,,,,,,,,,,,,,,,,,,,,,,59%,medium,
,,,,,,,,,,,,,,,,,,,,,,97%,medium,
,,,,,,,,,,,,,,,,,,,,,,69%,medium,
,,,,,,,,,,,,,,,,,,,,,,73%,medium,
,,,,,,,,,,,,,,,,,,,,,,48%,medium,
,,,,,,,,,,,,,,,,,,,,,,94%,medium,
,,,,,,,,,,,,,,,,,,,,,,74%,medium,
,,,,,,,,,,,,,,,,,,,,,,65%,medium,
,,,,,,,,,,,,,,,,,,,,,,93%,medium,
,,,,,,,,,,,,,,,,,,,,,,57%,medium,
,,,,,,,,,,,,,,,,,,,,,,90%,medium,
,,,,,,,,,,,,,,,,,,,,,,55%,medium,
,,,,,,,,,,,,,,,,,,,,,,59%,medium,
,,,,,,,,,,,,,,,,,,,,,,72%,medium,
,,,,,,,,,,,,,,,,,,,,,,87%,medium,
,,,,,,,,,,,,,,,,,,,,,,86%,medium,
,,,,,,,,,,,,,,,,,,,,,,61%,medium,
,,,,,,,,,,,,,,,,,,,,,,45%,medium,
,,,,,,,,,,,,,,,,,,,,,,51%,medium,
,,,,,,,,,,,,,,,,,,,,,,87%,medium,
,,,,,,,,,,,,,,,,,,,,,,29%,medium,
,,,,,,,,,,,,,,,,,,,,,,57%,medium,
,,,,,,,,,,,,,,,,,,,,,,69%,medium,
,,,,,,,,,,,,,,,,,,,,,,61%,high,
,,,,,,,,,,,,,,,,,,,,,,96%,high,
,,,,,,,,,,,,,,,,,,,,,,16%,high,
,,,,,,,,,,,,,,,,,,,,,,96%,high,
,,,,,,,,,,,,,,,,,,,,,,77%,high,
,,,,,,,,,,,,,,,,,,,,,,85%,high,
,,,,,,,,,,,,,,,,,,,,,,37%,high,
,,,,,,,,,,,,,,,,,,,,,,68%,high,
,,,,,,,,,,,,,,,,,,,,,,87%,high,
,,,,,,,,,,,,,,,,,,,,,,95%,high,
,,,,,,,,,,,,,,,,,,,,,,84%,low,
,,,,,,,,,,,,,,,,,,,,,,44%,low,
,,,,,,,,,,,,,,,,,,,,,,94%,low,
,,,,,,,,,,,,,,,,,,,,,,85%,low,
,,,,,,,,,,,,,,,,,,,,,,75%,low,
,,,,,,,,,,,,,,,,,,,,,,76%,low,
,,,,,,,,,,,,,,,,,,,,,,13%,low,
,,,,,,,,,,,,,,,,,,,,,,60%,low,
,,,,,,,,,,,,,,,,,,,,,,45%,low,
,,,,,,,,,,,,,,,,,,,,,,49%,low,
,,,,,,,,,,,,,,,,,,,,,,19%,low,
,,,,,,,,,,,,,,,,,,,,,,68%,low,
,,,,,,,,,,,,,,,,,,,,,,53%,low,
,,,,,,,,,,,,,,,,,,,,,,100%,low,
,,,,,,,,,,,,,,,,,,,,,,99%,low,
,,,,,,,,,,,,,,,,,,,,,,29%,medium,
,,,,,,,,,,,,,,,,,,,,,,54%,medium,
,,,,,,,,,,,,,,,,,,,,,,25%,medium,
,,,,,,,,,,,,,,,,,,,,,,71%,medium,
,,,,,,,,,,,,,,,,,,,,,,96%,medium,
,,,,,,,,,,,,,,,,,,,,,,80%,medium,
,,,,,,,,,,,,,,,,,,,,,,82%,medium,
,,,,,,,,,,,,,,,,,,,,,,19%,medium,
,,,,,,,,,,,,,,,,,,,,,,43%,medium,
,,,,,,,,,,,,,,,,,,,,,,62%,medium,
,,,,,,,,,,,,,,,,,,,,,,75%,medium,
,,,,,,,,,,,,,,,,,,,,,,56%,medium,
,,,,,,,,,,,,,,,,,,,,,,88%,high,
,,,,,,,,,,,,,,,,,,,,,,63%,high,
,,,,,,,,,,,,,,,,,,,,,,75%,high,
,,,,,,,,,,,,,,,,,,,,,,74%,high,
,,,,,,,,,,,,,,,,,,,,,,55%,high,
,,,,,,,,,,,,,,,,,,,,,,87%,high,
,,,,,,,,,,,,,,,,,,,,,,13%,high,
,,,,,,,,,,,,,,,,,,,,,,33%,high,
,,,,,,,,,,,,,,,,,,,,,,89%,low,
,,,,,,,,,,,,,,,,,,,,,,56%,low,
,,,,,,,,,,,,,,,,,,,,,,95%,low,
,,,,,,,,,,,,,,,,,,,,,,57%,low,
,,,,,,,,,,,,,,,,,,,,,,72%,low,
,,,,,,,,,,,,,,,,,,,,,,28%,low,
,,,,,,,,,,,,,,,,,,,,,,54%,low,
,,,,,,,,,,,,,,,,,,,,,,54%,low,
,,,,,,,,,,,,,,,,,,,,,,99%,medium,
,,,,,,,,,,,,,,,,,,,,,,37%,medium,
,,,,,,,,,,,,,,,,,,,,,,77%,medium,
,,,,,,,,,,,,,,,,,,,,,,70%,medium,
,,,,,,,,,,,,,,,,,,,,,,80%,medium,
,,,,,,,,,,,,,,,,,,,,,,52%,medium,
,,,,,,,,,,,,,,,,,,,,,,69%,medium,
,,,,,,,,,,,,,,,,,,,,,,60%,medium,
,,,,,,,,,,,,,,,,,,,,,,74%,medium,
,,,,,,,,,,,,,,,,,,,,,,69%,medium,
,,,,,,,,,,,,,,,,,,,,,,78%,medium,
,,,,,,,,,,,,,,,,,,,,,,77%,medium,
,,,,,,,,,,,,,,,,,,,,,,91%,medium,
,,,,,,,,,,,,,,,,,,,,,,54%,medium,
,,,,,,,,,,,,,,,,,,,,,,48%,medium,
,,,,,,,,,,,,,,,,,,,,,,55%,medium,
,,,,,,,,,,,,,,,,,,,,,,17%,medium,
,,,,,,,,,,,,,,,,,,,,,,77%,medium,
,,,,,,,,,,,,,,,,,,,,,,93%,medium,
,,,,,,,,,,,,,,,,,,,,,,65%,medium,
,,,,,,,,,,,,,,,,,,,,,,67%,medium,
,,,,,,,,,,,,,,,,,,,,,,95%,medium,
,,,,,,,,,,,,,,,,,,,,,,61%,medium,
,,,,,,,,,,,,,,,,,,,,,,57%,high,
,,,,,,,,,,,,,,,,,,,,,,65%,low,
,,,,,,,,,,,,,,,,,,,,,,85%,medium,
,,,,,,,,,,,,,,,,,,,,,,61%,medium,
,,,,,,,,,,,,,,,,,,,,,,65%,medium,
,,,,,,,,,,,,,,,,,,,,,,92%,medium,
,,,,,,,,,,,,,,,,,,,,,,37%,medium,
,,,,,,,,,,,,,,,,,,,,,,48%,medium,
,,,,,,,,,,,,,,,,,,,,,,82%,medium,
,,,,,,,,,,,,,,,,,,,,,,84%,medium,
,,,,,,,,,,,,,,,,,,,,,,57%,medium,
,,,,,,,,,,,,,,,,,,,,,,80%,medium,
,,,,,,,,,,,,,,,,,,,,,,49%,low,
,,,,,,,,,,,,,,,,,,,,,,79%,low,
,,,,,,,,,,,,,,,,,,,,,,48%,low,
,,,,,,,,,,,,,,,,,,,,,,28%,low,
,,,,,,,,,,,,,,,,,,,,,,47%,low,
,,,,,,,,,,,,,,,,,,,,,,91%,low,
,,,,,,,,,,,,,,,,,,,,,,75%,low,
,,,,,,,,,,,,,,,,,,,,,,61%,high,
,,,,,,,,,,,,,,,,,,,,,,47%,low,
,,,,,,,,,,,,,,,,,,,,,,22%,high,
,,,,,,,,,,,,,,,,,,,,,,50%,high,
,,,,,,,,,,,,,,,,,,,,,,56%,low,
,,,,,,,,,,,,,,,,,,,,,,84%,low,
,,,,,,,,,,,,,,,,,,,,,,69%,high,
,,,,,,,,,,,,,,,,,,,,,,53%,low,
,,,,,,,,,,,,,,,,,,,,,,17%,medium,
,,,,,,,,,,,,,,,,,,,,,,48%,high,
,,,,,,,,,,,,,,,,,,,,,,94%,medium,
,,,,,,,,,,,,,,,,,,,,,,77%,medium,
,,,,,,,,,,,,,,,,,,,,,,100%,medium,
,,,,,,,,,,,,,,,,,,,,,,49%,medium,
,,,,,,,,,,,,,,,,,,,,,,93%,high,
,,,,,,,,,,,,,,,,,,,,,,38%,medium,
,,,,,,,,,,,,,,,,,,,,,,60%,medium,
,,,,,,,,,,,,,,,,,,,,,,50%,medium,
,,,,,,,,,,,,,,,,,,,,,,97%,high,
,,,,,,,,,,,,,,,,,,,,,,93%,medium,
,,,,,,,,,,,,,,,,,,,,,,50%,high,
,,,,,,,,,,,,,,,,,,,,,,52%,low,
,,,,,,,,,,,,,,,,,,,,,,50%,medium,
,,,,,,,,,,,,,,,,,,,,,,55%,medium,
,,,,,,,,,,,,,,,,,,,,,,95%,medium,
,,,,,,,,,,,,,,,,,,,,,,48%,medium,
,,,,,,,,,,,,,,,,,,,,,,51%,low,
,,,,,,,,,,,,,,,,,,,,,,96%,low,
,,,,,,,,,,,,,,,,,,,,,,97%,low,
,,,,,,,,,,,,,,,,,,,,,,97%,low,
,,,,,,,,,,,,,,,,,,,,,,71%,low,
,,,,,,,,,,,,,,,,,,,,,,82%,low,
,,,,,,,,,,,,,,,,,,,,,,57%,low,
,,,,,,,,,,,,,,,,,,,,,,48%,low,
,,,,,,,,,,,,,,,,,,,,,,71%,low,
,,,,,,,,,,,,,,,,,,,,,,63%,low,
,,,,,,,,,,,,,,,,,,,,,,99%,high,
,,,,,,,,,,,,,,,,,,,,,,79%,low,
,,,,,,,,,,,,,,,,,,,,,,65%,low,
,,,,,,,,,,,,,,,,,,,,,,70%,low,
,,,,,,,,,,,,,,,,,,,,,,99%,low,
,,,,,,,,,,,,,,,,,,,,,,65%,high,
,,,,,,,,,,,,,,,,,,,,,,92%,low,
,,,,,,,,,,,,,,,,,,,,,,24%,low,
,,,,,,,,,,,,,,,,,,,,,,39%,low,
,,,,,,,,,,,,,,,,,,,,,,82%,high,
,,,,,,,,,,,,,,,,,,,,,,78%,low,
,,,,,,,,,,,,,,,,,,,,,,62%,medium,
,,,,,,,,,,,,,,,,,,,,,,60%,high,
,,,,,,,,,,,,,,,,,,,,,,49%,medium,
,,,,,,,,,,,,,,,,,,,,,,82%,high,
,,,,,,,,,,,,,,,,,,,,,,48%,medium,
,,,,,,,,,,,,,,,,,,,,,,69%,medium,
,,,,,,,,,,,,,,,,,,,,,,40%,medium,
,,,,,,,,,,,,,,,,,,,,,,72%,medium,
,,,,,,,,,,,,,,,,,,,,,,75%,medium,
,,,,,,,,,,,,,,,,,,,,,,50%,medium,
,,,,,,,,,,,,,,,,,,,,,,78%,medium,
,,,,,,,,,,,,,,,,,,,,,,76%,medium,
,,,,,,,,,,,,,,,,,,,,,,94%,high,
,,,,,,,,,,,,,,,,,,,,,,24%,low,
,,,,,,,,,,,,,,,,,,,,,,99%,medium,
,,,,,,,,,,,,,,,,,,,,,,67%,medium,
,,,,,,,,,,,,,,,,,,,,,,76%,medium,
,,,,,,,,,,,,,,,,,,,,,,76%,medium,
,,,,,,,,,,,,,,,,,,,,,,55%,medium,
,,,,,,,,,,,,,,,,,,,,,,74%,medium,
,,,,,,,,,,,,,,,,,,,,,,81%,medium,
,,,,,,,,,,,,,,,,,,,,,,98%,medium,
,,,,,,,,,,,,,,,,,,,,,,98%,medium,
,,,,,,,,,,,,,,,,,,,,,,58%,high,
,,,,,,,,,,,,,,,,,,,,,,18%,low,
,,,,,,,,,,,,,,,,,,,,,,57%,low,
,,,,,,,,,,,,,,,,,,,,,,70%,low,
,,,,,,,,,,,,,,,,,,,,,,49%,high,
,,,,,,,,,,,,,,,,,,,,,,70%,medium,
,,,,,,,,,,,,,,,,,,,,,,16%,medium,
,,,,,,,,,,,,,,,,,,,,,,58%,medium,
,,,,,,,,,,,,,,,,,,,,,,66%,medium,
,,,,,,,,,,,,,,,,,,,,,,51%,medium,
,,,,,,,,,,,,,,,,,,,,,,48%,medium,
,,,,,,,,,,,,,,,,,,,,,,56%,low,
,,,,,,,,,,,,,,,,,,,,,,81%,low,
,,,,,,,,,,,,,,,,,,,,,,57%,low,
,,,,,,,,,,,,,,,,,,,,,,66%,low,
,,,,,,,,,,,,,,,,,,,,,,22%,low,
,,,,,,,,,,,,,,,,,,,,,,96%,medium,
,,,,,,,,,,,,,,,,,,,,,,87%,medium,
,,,,,,,,,,,,,,,,,,,,,,61%,medium,
,,,,,,,,,,,,,,,,,,,,,,66%,medium,
,,,,,,,,,,,,,,,,,,,,,,90%,medium,
,,,,,,,,,,,,,,,,,,,,,,64%,medium,
,,,,,,,,,,,,,,,,,,,,,,76%,medium,
,,,,,,,,,,,,,,,,,,,,,,97%,medium,
,,,,,,,,,,,,,,,,,,,,,,69%,medium,
,,,,,,,,,,,,,,,,,,,,,,98%,medium,
,,,,,,,,,,,,,,,,,,,,,,18%,medium,
,,,,,,,,,,,,,,,,,,,,,,62%,medium,
,,,,,,,,,,,,,,,,,,,,,,29%,high,
,,,,,,,,,,,,,,,,,,,,,,87%,low,
,,,,,,,,,,,,,,,,,,,,,,91%,medium,
,,,,,,,,,,,,,,,,,,,,,,53%,medium,
,,,,,,,,,,,,,,,,,,,,,,69%,medium,
,,,,,,,,,,,,,,,,,,,,,,14%,medium,
,,,,,,,,,,,,,,,,,,,,,,70%,low,
,,,,,,,,,,,,,,,,,,,,,,77%,low,
,,,,,,,,,,,,,,,,,,,,,,77%,low,
,,,,,,,,,,,,,,,,,,,,,,76%,low,
,,,,,,,,,,,,,,,,,,,,,,66%,low,
,,,,,,,,,,,,,,,,,,,,,,50%,low,
,,,,,,,,,,,,,,,,,,,,,,57%,low,
,,,,,,,,,,,,,,,,,,,,,,97%,low,
,,,,,,,,,,,,,,,,,,,,,,26%,low,
,,,,,,,,,,,,,,,,,,,,,,72%,low,
,,,,,,,,,,,,,,,,,,,,,,83%,low,
,,,,,,,,,,,,,,,,,,,,,,55%,low,
,,,,,,,,,,,,,,,,,,,,,,77%,low,
,,,,,,,,,,,,,,,,,,,,,,24%,low,
,,,,,,,,,,,,,,,,,,,,,,80%,low,
,,,,,,,,,,,,,,,,,,,,,,50%,low,
,,,,,,,,,,,,,,,,,,,,,,66%,low,
,,,,,,,,,,,,,,,,,,,,,,66%,low,
,,,,,,,,,,,,,,,,,,,,,,66%,low,
,,,,,,,,,,,,,,,,,,,,,,96%,low,
,,,,,,,,,,,,,,,,,,,,,,75%,low,
,,,,,,,,,,,,,,,,,,,,,,78%,medium,
,,,,,,,,,,,,,,,,,,,,,,57%,medium,
,,,,,,,,,,,,,,,,,,,,,,78%,medium,
,,,,,,,,,,,,,,,,,,,,,,57%,medium,
,,,,,,,,,,,,,,,,,,,,,,84%,medium,
,,,,,,,,,,,,,,,,,,,,,,23%,medium,
,,,,,,,,,,,,,,,,,,,,,,53%,medium,
,,,,,,,,,,,,,,,,,,,,,,82%,medium,
,,,,,,,,,,,,,,,,,,,,,,59%,medium,
,,,,,,,,,,,,,,,,,,,,,,50%,medium,
,,,,,,,,,,,,,,,,,,,,,,100%,medium,
,,,,,,,,,,,,,,,,,,,,,,94%,medium,
,,,,,,,,,,,,,,,,,,,,,,86%,high,
,,,,,,,,,,,,,,,,,,,,,,73%,low,
,,,,,,,,,,,,,,,,,,,,,,49%,medium,
,,,,,,,,,,,,,,,,,,,,,,79%,medium,
,,,,,,,,,,,,,,,,,,,,,,83%,medium,
,,,,,,,,,,,,,,,,,,,,,,85%,medium,
,,,,,,,,,,,,,,,,,,,,,,65%,low,
,,,,,,,,,,,,,,,,,,,,,,94%,low,
,,,,,,,,,,,,,,,,,,,,,,76%,low,
,,,,,,,,,,,,,,,,,,,,,,77%,low,
,,,,,,,,,,,,,,,,,,,,,,77%,low,
,,,,,,,,,,,,,,,,,,,,,,59%,low,
,,,,,,,,,,,,,,,,,,,,,,69%,low,
,,,,,,,,,,,,,,,,,,,,,,51%,low,
,,,,,,,,,,,,,,,,,,,,,,80%,low,
,,,,,,,,,,,,,,,,,,,,,,98%,high,
,,,,,,,,,,,,,,,,,,,,,,69%,high,
,,,,,,,,,,,,,,,,,,,,,,14%,high,
,,,,,,,,,,,,,,,,,,,,,,95%,high,
,,,,,,,,,,,,,,,,,,,,,,53%,high,
,,,,,,,,,,,,,,,,,,,,,,64%,high,
,,,,,,,,,,,,,,,,,,,,,,51%,low,
,,,,,,,,,,,,,,,,,,,,,,36%,low,
,,,,,,,,,,,,,,,,,,,,,,62%,low,
,,,,,,,,,,,,,,,,,,,,,,98%,low,
,,,,,,,,,,,,,,,,,,,,,,53%,low,
,,,,,,,,,,,,,,,,,,,,,,80%,low,
,,,,,,,,,,,,,,,,,,,,,,73%,medium,
,,,,,,,,,,,,,,,,,,,,,,82%,medium,
,,,,,,,,,,,,,,,,,,,,,,62%,medium,
,,,,,,,,,,,,,,,,,,,,,,87%,medium,
,,,,,,,,,,,,,,,,,,,,,,43%,medium,
,,,,,,,,,,,,,,,,,,,,,,57%,medium,
,,,,,,,,,,,,,,,,,,,,,,91%,medium,
,,,,,,,,,,,,,,,,,,,,,,75%,medium,
,,,,,,,,,,,,,,,,,,,,,,76%,medium,
,,,,,,,,,,,,,,,,,,,,,,85%,medium,
,,,,,,,,,,,,,,,,,,,,,,56%,medium,
,,,,,,,,,,,,,,,,,,,,,,86%,medium,
,,,,,,,,,,,,,,,,,,,,,,21%,high,
,,,,,,,,,,,,,,,,,,,,,,94%,low,
,,,,,,,,,,,,,,,,,,,,,,98%,medium,
,,,,,,,,,,,,,,,,,,,,,,42%,medium,
,,,,,,,,,,,,,,,,,,,,,,98%,medium,
,,,,,,,,,,,,,,,,,,,,,,100%,medium,
,,,,,,,,,,,,,,,,,,,,,,95%,low,
,,,,,,,,,,,,,,,,,,,,,,95%,low,
,,,,,,,,,,,,,,,,,,,,,,68%,low,
,,,,,,,,,,,,,,,,,,,,,,64%,low,
,,,,,,,,,,,,,,,,,,,,,,24%,low,
,,,,,,,,,,,,,,,,,,,,,,37%,low,
,,,,,,,,,,,,,,,,,,,,,,67%,low,
,,,,,,,,,,,,,,,,,,,,,,86%,low,
,,,,,,,,,,,,,,,,,,,,,,43%,low,
,,,,,,,,,,,,,,,,,,,,,,67%,low,
,,,,,,,,,,,,,,,,,,,,,,92%,low,
,,,,,,,,,,,,,,,,,,,,,,43%,low,
,,,,,,,,,,,,,,,,,,,,,,52%,low,
,,,,,,,,,,,,,,,,,,,,,,16%,low,
,,,,,,,,,,,,,,,,,,,,,,49%,low,
,,,,,,,,,,,,,,,,,,,,,,37%,low,
,,,,,,,,,,,,,,,,,,,,,,98%,high,
,,,,,,,,,,,,,,,,,,,,,,33%,high,
,,,,,,,,,,,,,,,,,,,,,,14%,high,
,,,,,,,,,,,,,,,,,,,,,,54%,high,
,,,,,,,,,,,,,,,,,,,,,,63%,high,
,,,,,,,,,,,,,,,,,,,,,,55%,high,
,,,,,,,,,,,,,,,,,,,,,,84%,medium,
,,,,,,,,,,,,,,,,,,,,,,51%,medium,
,,,,,,,,,,,,,,,,,,,,,,15%,medium,
,,,,,,,,,,,,,,,,,,,,,,97%,medium,
,,,,,,,,,,,,,,,,,,,,,,67%,medium,
,,,,,,,,,,,,,,,,,,,,,,48%,medium,
,,,,,,,,,,,,,,,,,,,,,,69%,medium,
,,,,,,,,,,,,,,,,,,,,,,60%,medium,
,,,,,,,,,,,,,,,,,,,,,,82%,medium,
,,,,,,,,,,,,,,,,,,,,,,86%,medium,
,,,,,,,,,,,,,,,,,,,,,,69%,medium,
,,,,,,,,,,,,,,,,,,,,,,87%,high,
,,,,,,,,,,,,,,,,,,,,,,17%,low,
,,,,,,,,,,,,,,,,,,,,,,94%,medium,
,,,,,,,,,,,,,,,,,,,,,,50%,medium,
,,,,,,,,,,,,,,,,,,,,,,16%,medium,
,,,,,,,,,,,,,,,,,,,,,,89%,medium,
,,,,,,,,,,,,,,,,,,,,,,69%,low,
,,,,,,,,,,,,,,,,,,,,,,50%,low,
,,,,,,,,,,,,,,,,,,,,,,16%,low,
,,,,,,,,,,,,,,,,,,,,,,75%,low,
,,,,,,,,,,,,,,,,,,,,,,64%,low,
,,,,,,,,,,,,,,,,,,,,,,78%,low,
,,,,,,,,,,,,,,,,,,,,,,81%,high,
,,,,,,,,,,,,,,,,,,,,,,55%,high,
,,,,,,,,,,,,,,,,,,,,,,53%,high,
,,,,,,,,,,,,,,,,,,,,,,69%,high,
,,,,,,,,,,,,,,,,,,,,,,80%,high,
,,,,,,,,,,,,,,,,,,,,,,77%,high,
,,,,,,,,,,,,,,,,,,,,,,84%,low,
,,,,,,,,,,,,,,,,,,,,,,64%,low,
,,,,,,,,,,,,,,,,,,,,,,78%,low,
,,,,,,,,,,,,,,,,,,,,,,67%,low,
,,,,,,,,,,,,,,,,,,,,,,81%,low,
,,,,,,,,,,,,,,,,,,,,,,91%,low,
,,,,,,,,,,,,,,,,,,,,,,75%,medium,
,,,,,,,,,,,,,,,,,,,,,,78%,medium,
,,,,,,,,,,,,,,,,,,,,,,54%,medium,
,,,,,,,,,,,,,,,,,,,,,,77%,medium,
,,,,,,,,,,,,,,,,,,,,,,89%,medium,
,,,,,,,,,,,,,,,,,,,,,,16%,medium,
,,,,,,,,,,,,,,,,,,,,,,77%,medium,
,,,,,,,,,,,,,,,,,,,,,,69%,medium,
,,,,,,,,,,,,,,,,,,,,,,61%,medium,
,,,,,,,,,,,,,,,,,,,,,,59%,medium,
,,,,,,,,,,,,,,,,,,,,,,58%,medium,
,,,,,,,,,,,,,,,,,,,,,,88%,medium,
,,,,,,,,,,,,,,,,,,,,,,51%,high,
,,,,,,,,,,,,,,,,,,,,,,31%,low,
,,,,,,,,,,,,,,,,,,,,,,52%,medium,
,,,,,,,,,,,,,,,,,,,,,,57%,medium,
,,,,,,,,,,,,,,,,,,,,,,50%,high,
,,,,,,,,,,,,,,,,,,,,,,74%,high,
,,,,,,,,,,,,,,,,,,,,,,74%,high,
